SL_No.,Clothing_ID,Age,Review,Rating,Recommendation_Indicator,Positive_Feedback_Count,Department_Name
4280,824,47,"Unique, detailed - lovely!",4,1,0,Tops
4281,1035,37,"Cute jeans, terrible quality!",1,0,0,Bottoms
4282,903,40,Love this sweater!,5,1,0,Tops
4283,844,28,Pretty top,4,1,3,Tops
4284,881,73,10++++++,5,1,5,Tops
4285,881,31,"Sadly, too big",3,1,0,Tops
4286,865,38,Cute but huge,5,1,0,Tops
4287,881,61,Super comfy!!,5,1,2,Tops
4288,881,57,Beware! launder before wearing!,3,1,2,Tops
4289,881,54,Cool summer tee,5,1,1,Tops
4290,881,24,A flattering over-sized shirt,5,1,1,Tops
4291,881,48,"Love it, it's much longer on me",5,1,21,Tops
4292,903,56,So comfy!,5,1,0,Tops
4293,881,50,A very flattering shirt!,5,1,10,Tops
4294,881,32,Huge!,2,0,0,Tops
4295,818,54,Beautiful detail,5,1,3,Tops
4296,881,51,Awesome shirt!!,5,1,0,Tops
4297,881,36,Took me by surprise,5,1,0,Tops
4298,865,44,Perfect,5,1,1,Tops
4299,881,54,Loose & exotic,4,1,0,Tops
4300,865,35,Much nicer in the pictures,2,0,0,Tops
4301,881,34,Great top!,5,1,0,Tops
4302,865,37,Fun little tank!,5,1,5,Tops
4303,373,51,The perfect bra,5,1,1,Intimate
4304,844,40,Beautiful top,5,1,4,Tops
4305,881,35,Runs large!,5,1,1,Tops
4306,865,35,Baggie and big,2,0,0,Tops
4307,865,35,It's cropped in the front,1,0,1,Tops
4308,840,33,New favorite peasant blouse!,5,1,0,Tops
4309,927,67,Beautiful sweater,4,1,0,Tops
4310,1022,45,Fabulous fit; distressing will get more pronounced,5,1,2,Bottoms
4311,854,48,Beautiful top,5,1,1,Tops
4312,927,60,Striking,5,1,0,Tops
4313,854,39,This looked surprizingly really cute in person,5,1,6,Tops
4314,927,39,A tad scratchier than most,4,0,0,Tops
4315,927,58,Fun sweater,4,1,0,Tops
4316,1009,37,Absolutely stunning!,5,1,1,Bottoms
4317,840,39,Very boxy,1,0,0,Tops
4318,927,66,Great royal blue color,4,1,0,Tops
4319,909,70,Great fit and style,5,1,1,Tops
4320,927,63,Comfort and color,5,1,0,Tops
4321,927,49,A true winter sweater.,3,1,0,Tops
4322,927,49,Cute but runs large,3,1,2,Tops
4323,854,51,Perfect!,5,1,1,Tops
4324,1103,43,Absolutely beautiful dress!,5,1,0,Dresses
4325,1059,35,"Fun, funky but really long",4,1,0,Bottoms
4326,1059,38,Very flattering fit,5,1,1,Bottoms
4327,854,56,Great shirt,5,1,8,Tops
4328,1103,23,Blue lining and awkward arm holes,4,1,8,Dresses
4329,840,73,On its way back to retailer,1,0,1,Tops
4330,927,46,Could have been one of the great ones,2,0,49,Tops
4331,238,47,Beautiful print and design of suit,5,1,0,Intimate
4332,927,45,Beautigul but boxey,3,1,0,Tops
4333,854,39,Another great tiny henley,5,1,5,Tops
4334,854,44,This top surprised me!,5,1,1,Tops
4335,854,64,Beautiful blouse,5,1,0,Tops
4336,854,61,Pretty blouse,5,1,1,Tops
4337,1094,55,Transitional,4,1,4,Dresses
4338,1033,31,Wanted to love.,3,0,0,Bottoms
4339,825,60,Color is spectacular!,5,1,0,Tops
4340,861,26,Priced too high,3,0,0,Tops
4341,1033,32,Looove,5,1,0,Bottoms
4342,1033,21,Not mid waist,5,1,0,Bottoms
4343,1094,40,Pretty but runs large,4,1,0,Dresses
4344,1033,59,Comfortable,5,1,1,Bottoms
4345,1033,31,Great corduroy by pilcro,4,1,0,Bottoms
4346,866,32,Really comfortable and cute - extremely soft fabri,5,1,3,Tops
4347,1033,36,Great pants,5,1,0,Bottoms
4348,1094,25,Adorable easy dress,5,1,1,Dresses
4349,1099,62,I don't get it...,3,0,1,Dresses
4350,1033,66,Favorite purchase this year,5,1,0,Bottoms
4351,1094,45,It won't fit over the chest,1,0,0,Dresses
4352,1033,52,Beautiful color,5,1,0,Bottoms
4353,1094,37,Perfect comfy little dress,5,1,0,Dresses
4354,1033,40,Super cute!,5,1,0,Bottoms
4355,1033,55,Great cords,4,1,0,Bottoms
4356,1094,41,Retro-mod yum,5,1,5,Dresses
4357,1033,43,Pretty color,5,1,0,Bottoms
4358,1094,28,Not for my body type,3,0,0,Dresses
4359,1033,57,Cute pants,5,1,0,Bottoms
4360,871,67,Not best quality but really cute,4,1,2,Tops
4361,871,37,Great summer piece,5,1,0,Tops
4362,871,53,"Love the color & style, but....",3,1,13,Tops
4363,861,53,Quality doesn't match the price,3,1,6,Tops
4364,1099,64,Beautiful lines,5,1,10,Dresses
4365,1094,39,High quality but too big,2,0,1,Dresses
4366,1094,25,Beautiful design,3,0,0,Dresses
4367,1033,37,Love these,5,1,0,Bottoms
4368,871,37,Ivory is almost completely see-through,3,0,30,Tops
4369,1035,57,Soft and retro,5,1,0,Bottoms
4370,1035,35,"Nice jeans, wish they had belt loops!",3,1,0,Bottoms
4371,871,28,Great concept poor quality,1,0,0,Tops
4372,1094,32,This will be a summer staple!,5,1,0,Dresses
4373,1033,45,Surprise winner,4,1,0,Bottoms
4374,871,53,Love!,5,1,0,Tops
4375,871,41,Great shirt!,4,1,0,Tops
4376,862,29,Ahhhhmazing!!,5,1,0,Tops
4377,1094,35,Carefree cute!,5,1,0,Dresses
4378,862,30,Super cute!,5,1,0,Tops
4379,871,31,Unique and casual winner,5,1,1,Tops
4380,1035,39,Nice color!!,4,1,0,Bottoms
4381,1033,37,"Finally, flattering cords!",5,1,4,Bottoms
4382,871,34,Great summer top,5,1,6,Tops
4383,1033,34,Like a hug for your lower half!,5,1,2,Bottoms
4384,1033,39,Hard fit,3,1,7,Bottoms
4385,908,34,Comfortable and classy,5,1,0,Tops
4386,1033,34,Great pants,5,1,0,Bottoms
4387,1035,36,Love them,5,1,0,Bottoms
4388,867,36,Great casual top,5,1,1,Tops
4389,895,44,Big but so good.,5,1,0,Tops
4390,404,35,Flattering,5,1,7,Intimate
4391,895,35,Very pretty and comfortable,5,1,0,Tops
4392,1082,36,Disappointing,3,0,7,Dresses
4393,895,46,Poncho x3,5,1,0,Tops
4394,1082,36,Beautiful and comfortable dress,5,1,2,Dresses
4395,1020,43,Not the right fabric,3,0,0,Bottoms
4396,895,38,Wanted to love this...,2,0,8,Tops
4397,1078,34,Perfection!,5,1,0,Dresses
4398,1078,31,Detailed and classy,5,1,0,Dresses
4399,1078,56,Gorgeous,5,1,0,Dresses
4400,1078,48,Absolutely gorgeous,5,1,1,Dresses
4401,404,36,Cute suit but order a size (or two!) up!,4,1,4,Intimate
4402,944,46,Everyday,5,1,0,Tops
4403,404,32,Very small leg openings!,4,1,3,Intimate
4404,895,37,Not what i'd hoped,2,0,29,Tops
4405,895,51,Great poncho,5,1,0,Tops
4406,867,46,Flattering for xl,5,1,0,Tops
4407,895,24,So comfy!,5,1,0,Tops
4408,867,49,Good idea- bad execution,1,0,0,Tops
4409,783,37,Pajama time,5,1,0,Intimate
4410,1020,38,Recommend with reservations,2,1,1,Bottoms
4411,1020,25,Great quality skirt!,4,1,0,Bottoms
4412,867,70,Comfort & style in one great top!,5,1,2,Tops
4413,1020,39,Small,3,1,2,Bottoms
4414,867,65,Love it!,5,1,0,Tops
4415,1083,41,Shirtdress,3,0,0,Dresses
4416,1020,38,Pretty cute but...,3,1,0,Bottoms
4417,895,22,Perfect for fall and cozy days,5,1,0,Tops
4418,867,29,"Beautiful, easy top",5,1,0,Tops
4419,1104,48,Must have,5,1,0,Dresses
4420,1020,26,Really disappointed with the quality.,1,0,4,Bottoms
4421,1083,32,Love it,5,1,0,Dresses
4422,895,65,Beautiful colors,4,1,0,Tops
4423,751,48,So close...,3,0,0,Intimate
4424,909,66,Underwhelmed,2,0,0,Tops
4425,585,44,Better than expected!,4,1,0,Intimate
4426,895,54,Adorable,5,1,0,Tops
4427,867,34,Another basic top to add to your work wardrobe,4,1,0,Tops
4428,1078,48,Stunning dress,5,1,0,Dresses
4429,895,54,Keeper,4,1,0,Tops
4430,1020,32,Cute but runs huge,4,1,4,Bottoms
4431,895,39,Fabulous fall poncho,5,1,0,Tops
4432,1020,58,Love this skirt,5,1,1,Bottoms
4433,1020,36,Great wardrobe staple,5,1,1,Bottoms
4434,895,53,Great top!,5,1,0,Tops
4435,867,33,Love!,5,1,8,Tops
4436,1078,29,"Beautiful, but wasn't quite right",4,1,1,Dresses
4437,1011,30,"Cute fit, love the pockets!",4,1,1,Bottoms
4438,895,62,Gorgeous!,5,1,2,Tops
4439,895,43,Pancholicious!,4,1,0,Tops
4440,895,46,Nice neutral colors for fall,4,1,0,Tops
4441,1078,23,Maid of honor dress to be...,4,1,0,Dresses
4442,1020,44,Nice basic skirt,4,1,0,Bottoms
4443,895,54,Retailer clothes,5,1,0,Tops
4444,1011,54,Dramatic in every way,4,1,0,Bottoms
4445,895,42,Good value,4,1,0,Tops
4446,1082,32,Wanted to love it,2,0,3,Dresses
4447,272,41,Beautiful,5,1,2,Intimate
4448,1058,36,"Weird fit, makes you look like you're on stilts",1,0,14,Bottoms
4449,1095,37,Pretty!,5,1,2,Dresses
4450,985,53,Instead of denim,5,1,7,Jackets
4451,1094,33,Average,3,0,8,Dresses
4452,1095,21,Beautiful dress,5,1,0,Dresses
4453,877,63,Love it!,5,1,0,Tops
4454,828,25,Staple top,5,1,1,Tops
4455,1095,21,Great dress,5,1,1,Dresses
4456,1095,46,Classic/modern style,5,1,1,Dresses
4457,1095,37,"Great design, sizing tough",4,1,0,Dresses
4458,1059,46,Fabulous pants,5,1,3,Bottoms
4459,1095,62,Size up for comfort,5,1,2,Dresses
4460,1142,20,Order only if you like super sparkly metallic trim,3,1,0,Trend
4461,1059,41,Stretch out,3,0,0,Bottoms
4462,985,33,Perfect!,5,1,0,Jackets
4463,831,38,Lovely top for fuller figures,5,1,0,Tops
4464,877,75,Perfect western scene,5,1,0,Tops
4465,965,41,Wish it worked,3,0,6,Jackets
4466,840,46,"Scratchy material, plaid doesn't align",1,0,3,Tops
4467,1059,62,Love these pants,5,1,0,Bottoms
4468,1095,66,Beautiful fit and excellent quality,5,1,3,Dresses
4469,877,33,Wild wild west,5,1,2,Tops
4470,1095,31,Classic but unique,5,1,7,Dresses
4471,985,53,Cute!,4,1,0,Jackets
4472,877,22,Darling!,5,1,0,Tops
4473,1095,41,Great dress!,5,1,0,Dresses
4474,1094,57,Great versatile dress!,5,1,6,Dresses
4475,877,25,Love love,5,1,0,Tops
4476,965,47,It's cute,4,1,0,Jackets
4477,877,82,Western t,4,1,0,Tops
4478,877,67,Perfect print tee under denim shirt!,5,1,0,Tops
4479,1142,83,Omg! gorgeous sweaters!,5,1,1,Trend
4480,877,35,Love this shirt!,5,1,0,Tops
4481,877,62,Loved the pattern,3,0,2,Tops
4482,840,34,Runs big,2,0,2,Tops
4483,965,33,Not a jacket.,2,0,10,Jackets
4484,1059,26,Stretches out majorly,2,0,0,Bottoms
4485,985,23,Cute jacket,4,1,24,Jackets
4486,877,30,"Cute, unique t shirt. great with jeans!",5,1,0,Tops
4487,1095,50,Love this dress!,5,1,1,Dresses
4488,985,66,Runs small,3,1,0,Jackets
4489,877,66,Darling little basic tee,5,1,3,Tops
4490,985,69,The cutest ever!,5,1,0,Jackets
4491,1005,22,Cute and edgy,5,1,0,Bottoms
4492,831,34,Nellore blouse for the win!,5,1,4,Tops
4493,1095,33,Size up!,4,1,2,Dresses
4494,828,62,Great shirt,5,1,1,Tops
4495,1094,33,Perfect lines,5,1,4,Dresses
4496,1095,29,Great wedding guest dress,5,1,0,Dresses
4497,985,61,Soft and flattering,5,1,0,Jackets
4498,1095,65,Beautiful but the fit is off for me,5,1,1,Dresses
4499,1094,50,Super flattering and comfortable,5,1,3,Dresses
4500,1094,47,"This season's go to black dress, well, one of them",5,1,1,Dresses
4501,877,26,"Brighter & boxier, but still fabulous!",5,1,3,Tops
4502,877,44,Cute sweatshirt,3,0,5,Tops
4503,985,49,It's a keeper,5,1,0,Jackets
4504,817,36,Cute but billowy,4,1,4,Tops
4505,877,59,Yee haw!,5,1,0,Tops
4506,817,46,"Incredibly soft, great print",5,1,2,Tops
4507,985,43,Great transitional jacket,5,1,0,Jackets
4508,877,22,So cute!,5,1,0,Tops
4509,840,68,"Runs big, order one size down",4,1,0,Tops
4510,1058,60,"Stylish, but has a few issues",4,1,3,Bottoms
4511,965,34,Great little light cardigan,4,1,3,Jackets
4512,1094,53,Thick and heavy,3,1,0,Dresses
4513,1059,40,Split it in the butt,2,0,6,Bottoms
4514,1059,44,Great pants but seam issues,4,1,0,Bottoms
4515,877,54,A keeper!,5,1,0,Tops
4516,877,50,Fun sweatshirt,4,1,3,Tops
4517,817,78,Buy this top!!!,5,1,3,Tops
4518,877,62,Fun tee,4,1,0,Tops
4519,985,37,Perfect !,5,1,0,Jackets
4520,877,44,Looking sharp!,5,1,0,Tops
4521,877,28,Fun t,5,1,0,Tops
4522,1094,31,Terrible for my body type,3,1,0,Dresses
4523,831,42,Very pretty!,4,1,3,Tops
4524,877,59,Excessive shrinking,3,0,1,Tops
4525,877,29,Pattern different than expected,3,1,0,Tops
4526,877,58,Great for fall,5,1,1,Tops
4527,965,50,Totally adorable,5,1,10,Jackets
4528,877,52,"Fun, soft, light weight",5,1,0,Tops
4529,877,33,Shirt,4,1,0,Tops
4530,877,62,Out west,5,1,0,Tops
4531,909,56,Pretty,4,1,0,Tops
4532,909,40,"Very soft, thin & a bit short for long torso",4,1,1,Tops
4533,909,67,Simple yet stunning,5,1,0,Tops
4534,939,52,Lovely take on the moto jacket.,5,1,8,Tops
4535,1087,31,Colorful and unique,5,1,0,Dresses
4536,939,31,Not for the full of chest,4,1,1,Tops
4537,909,31,Beautiful!,5,1,0,Tops
4538,909,37,Love.it,5,1,1,Tops
4539,939,28,Hit or miss sizing,3,1,3,Tops
4540,909,29,Soft and elegant,5,1,3,Tops
4541,909,20,Comfy and cozy but looks good,5,1,3,Tops
4542,939,31,"Warm, soft and lightweight",5,1,1,Tops
4543,909,39,Soft and romantic,5,1,7,Tops
4544,909,37,Soft and versitle,4,1,0,Tops
4545,939,38,Great quality,5,1,0,Tops
4546,909,46,"Orange color is pretty, quality is poor",2,0,0,Tops
4547,909,55,Beautiful soft sweater,5,1,0,Tops
4548,939,29,Was looking forward to receiving this,3,0,0,Tops
4549,1026,56,The best yet?,5,1,0,Bottoms
4550,984,62,Love this jacket!,5,1,7,Jackets
4551,939,37,Flattering structure,5,1,3,Tops
4552,909,56,Lovely sweater,5,1,1,Tops
4553,939,46,Great jacket,5,1,3,Tops
4554,1053,39,My favorite pants in my closet!,5,1,1,Bottoms
4555,862,39,Fyi photo of black shirt is misleading,2,0,37,Tops
4556,1026,60,Couture cords,5,1,0,Bottoms
4557,909,55,Beautiful design,4,1,0,Tops
4558,939,31,Super jacket,5,1,1,Tops
4559,939,41,Warm and stylish,5,1,0,Tops
4560,975,57,"Poorly made, static, and too tight.",1,0,8,Jackets
4561,909,81,"Chic and feminine sweater, i love it!",5,1,0,Tops
4562,909,43,Soft and flowy,4,1,0,Tops
4563,909,43,"Soft, beautiful sweater!",5,1,0,Tops
4564,1026,37,Planning on living in these!,5,1,6,Bottoms
4565,939,56,Several great points,4,1,0,Tops
4566,939,42,So comfy and stylish,5,1,0,Tops
4567,909,48,Chiffon knitted blouse is stunning!,5,1,1,Tops
4568,909,53,Soft feminine top,4,1,2,Tops
4569,909,56,Easy flattery,4,1,5,Tops
4570,909,60,The most beautiful sweater!!!,5,1,1,Tops
4571,909,47,Lovely and light weight,4,1,1,Tops
4572,909,43,Beautiful but not for those who are short waisted,4,1,32,Tops
4573,909,64,Gorgeous but delicate,5,1,2,Tops
4574,939,65,"Perfect, flattering sparrow jacket!",5,1,9,Tops
4575,823,44,Love it !!!!,5,1,0,Tops
4576,939,38,Sleek moto sweater - upgraded cardigan,4,1,0,Tops
4577,462,41,Soft and light,5,1,1,Intimate
4578,1110,64,Perfect dress for me!,5,1,3,Dresses
4579,1072,42,Great fall dress,4,1,0,Dresses
4580,1111,39,"Pretty, flirty and loose",5,1,0,Dresses
4581,1111,38,Maternity tablecloth,1,0,0,Dresses
4582,1110,39,Lovely dressy dress,5,1,7,Dresses
4583,462,49,Pretty cotton caftan,4,1,1,Intimate
4584,1110,45,"Pretty, but not for mr",3,1,0,Dresses
4585,1072,56,Summer/fall wear,5,1,1,Dresses
4586,1110,32,Swingy cool,5,1,28,Dresses
4587,1110,59,Fun dress,5,1,0,Dresses
4588,1111,38,Love this dress!,5,1,1,Dresses
4589,1111,44,Beautiful dress but too delicate,4,1,4,Dresses
4590,1072,47,Perfect dress,5,1,0,Dresses
4591,1072,39,Don't ignore this one,5,1,0,Dresses
4592,1111,46,Summer moon dress,5,1,0,Dresses
4593,1072,53,Mountaire maxi dress write your review *required,5,1,0,Dresses
4594,1111,27,Love love love!,5,1,4,Dresses
4595,1072,44,Beautiful,5,1,0,Dresses
4596,1080,28,Absolutely stunning,5,1,0,Dresses
4597,861,33,"Pretty and comfrotable, get on sale",3,1,0,Tops
4598,974,33,Uniqueness won over a couple of flaws,4,1,0,Jackets
4599,861,41,I'm going to wear it a lot,4,1,2,Tops
4600,1081,72,"Great dress, wrong color",5,1,0,Dresses
4601,867,44,Sale find,3,0,0,Tops
4602,867,38,Cute but small,3,1,0,Tops
4603,861,41,Cute tshirt,3,1,1,Tops
4604,1080,46,Amazing dress!,5,1,11,Dresses
4605,861,58,Great t-shirt,5,1,0,Tops
4606,861,30,Beautiful tee,5,1,0,Tops
4607,877,40,Great addition to wardrobe,4,1,2,Tops
4608,861,34,Awesome every day tee,5,1,0,Tops
4609,861,39,Comfy yet stylish,4,1,0,Tops
4610,974,37,I loved it!,5,1,3,Jackets
4611,937,20,Not flattering on me,3,0,2,Tops
4612,974,58,Great addition to fall/winter wardrobe,5,1,0,Jackets
4613,831,28,Shrunk!,3,0,0,Tops
4614,831,54,Well made and flattering,5,1,0,Tops
4615,867,48,Cute back hem feature,4,1,0,Tops
4616,861,41,Pretty top,5,1,0,Tops
4617,877,54,Comfy but classy,5,1,0,Tops
4618,1081,41,"Pretty, airy dress",4,1,0,Dresses
4619,1080,39,Lovely cut,4,1,2,Dresses
4620,861,33,Pretty colors/lines,4,1,0,Tops
4621,871,59,Ample and soft,4,1,7,Tops
4622,861,42,I feel so betrayed...,2,0,3,Tops
4623,861,26,V-neck tee,4,1,0,Tops
4624,974,42,Lovely jacket!,5,1,0,Jackets
4625,730,32,"More ""cheeky"" than expected",3,0,1,Intimate
4626,974,42,Had great possibilities,4,1,9,Jackets
4627,867,44,Short/boxy,3,0,0,Tops
4628,861,37,See through,3,0,0,Tops
4629,861,42,V neck,5,1,0,Tops
4630,861,68,Not my thing,3,1,0,Tops
4631,861,46,Great fit & colors & style!,4,1,0,Tops
4632,861,24,Casual striped v-neck t-shirt,5,1,0,Tops
4633,861,34,Great shirt,5,1,0,Tops
4634,1081,38,Beautiful color!,4,1,0,Dresses
4635,937,33,Love it but it's itchy!,2,0,4,Tops
4636,1081,24,Great dress overall,4,1,0,Dresses
4637,877,44,Easy wear!,5,1,8,Tops
4638,1081,34,Finally a sweater dress that's not too tight,5,1,0,Dresses
4639,1083,21,This dress is extremely elegant and fun!,5,1,0,Dresses
4640,861,49,Perfection!,5,1,7,Tops
4641,974,49,I looked like a linebacker,2,0,0,Jackets
4642,1081,30,Sequins??,3,0,0,Dresses
4643,861,28,V neck flower tee,4,1,0,Tops
4644,861,23,Cute tee,4,1,2,Tops
4645,861,34,Great basic t,4,1,20,Tops
4646,1081,35,Huge,3,1,0,Dresses
4647,861,61,Cute tee shirt,5,1,0,Tops
4648,861,69,Great t,1,1,0,Tops
4649,861,49,Cute top,5,1,2,Tops
4650,1080,45,Absolute sunshine!!!,5,1,2,Dresses
4651,861,44,Great shirt!,5,1,0,Tops
4652,861,60,Purple floral tee,5,1,1,Tops
4653,1081,38,Fancy and cas at once,5,1,0,Dresses
4654,831,64,Great details and fit!,5,1,1,Tops
4655,861,32,Great deal!,5,1,0,Tops
4656,974,43,Frankenstein experiment gone wrong,2,0,5,Jackets
4657,861,56,Nice tee!,4,1,0,Tops
4658,1080,70,Another lovely retailer dress,5,1,0,Dresses
4659,937,40,Beautiful sweater but extremely itchy,3,0,0,Tops
4660,1081,42,Peasant dress,5,1,0,Dresses
4661,1081,61,Let the sun shine,5,1,0,Dresses
4662,861,41,"Cute, great color, runs a little big",4,1,0,Tops
4663,1081,39,Love this dress!!!,4,1,0,Dresses
4664,861,43,What's up with the tag??,2,0,1,Tops
4665,1080,33,Disappointment,2,0,0,Dresses
4666,861,39,Cute but where is the skirt???,5,1,7,Tops
4667,861,32,Cute tee,4,1,0,Tops
4668,877,51,Adds a little something to an outfit,5,1,0,Tops
4669,861,34,"Too thin, too sheer",3,0,19,Tops
4670,974,33,Boxy and gapes but thick and well made,4,1,0,Jackets
4671,831,33,Great details,5,1,0,Tops
4672,1080,34,Beautiful and flowy,4,1,0,Dresses
4673,861,35,My new favorite tee,5,1,0,Tops
4674,974,67,Edgy jacket will add oomph to outfits,5,1,11,Jackets
4675,867,52,Unique style,5,1,0,Tops
4676,1080,41,Very feminine summer dress,5,1,1,Dresses
4677,861,28,Love the stripes,5,1,0,Tops
4678,861,54,"Cute tee, very soft",5,1,0,Tops
4679,974,33,Simply amazing!,5,1,1,Jackets
4680,861,42,Perfect....for two wears,1,0,4,Tops
4681,937,63,Graphic appeal,4,1,1,Tops
4682,861,46,Great shirt,5,1,0,Tops
4683,1059,38,I love these,5,1,0,Bottoms
4684,861,33,Staple with flair,5,1,0,Tops
4685,974,57,Quilted jacket,3,1,2,Jackets
4686,155,45,Perfect pair of tights for winter!,5,1,4,Intimate
4687,705,20,Exceeded my expectations,5,1,6,Bottoms
4688,155,35,Comfortable leggings,4,1,4,Intimate
4689,1081,42,Gorgeous! stock photo does not do it justice,5,1,1,Dresses
4690,155,31,Cozy,5,1,0,Intimate
4691,155,32,"Versatile, cozy, and fabulous!!!!",5,1,0,Intimate
4692,1081,46,"Beautiful fabric, perfect fit",5,1,15,Dresses
4693,155,40,Cute and comfy!,5,1,0,Intimate
4694,705,42,Great fit,4,1,0,Bottoms
4695,940,36,Nice design but not great quality,3,0,0,Tops
4696,155,53,Love these tights!,5,1,1,Intimate
4697,940,25,So surprised by the poor quality,1,0,3,Tops
4698,155,43,Great tights!,5,1,0,Intimate
4699,155,36,Lovely material,4,1,4,Intimate
4700,940,37,Comfortable sweater,5,1,0,Tops
4701,155,22,Blue tights,5,1,0,Intimate
4702,705,34,So cute!,5,1,0,Bottoms
4703,705,36,Very comfortable with super pretty embroidery!,5,1,3,Bottoms
4704,155,40,Cozy,4,1,0,Intimate
4705,155,30,Cute and simple,3,1,0,Intimate
4706,35,52,Breathtaking,5,1,1,Intimate
4707,1099,33,Cute but huge,4,1,0,Dresses
4708,1078,32,Great dress,4,1,1,Dresses
4709,944,41,Sooo soft,5,1,0,Tops
4710,1099,39,Soft and comfy,5,1,0,Dresses
4711,1099,43,Perfect dress for autumn,4,1,7,Dresses
4712,1099,50,Cute and comfey,5,1,0,Dresses
4713,1099,56,So many compliments,5,1,0,Dresses
4714,1115,41,Great vest!,5,1,2,Jackets
4715,1099,23,Flattering,5,1,0,Dresses
4716,878,36,Super cute!,5,1,3,Tops
4717,1099,35,Fabric is cheap.,3,0,7,Dresses
4718,1020,47,Darling little mini,5,1,0,Bottoms
4719,878,49,Comfortable,3,1,3,Tops
4720,828,29,Perfect white shirt,5,1,0,Tops
4721,35,29,So comfortable!,5,1,1,Intimate
4722,828,56,So soft and amazing,5,1,0,Tops
4723,1099,46,Red and navy checks,4,1,13,Dresses
4724,1099,57,Mona plaid,4,1,0,Dresses
4725,818,31,Great top,5,1,0,Tops
4726,1099,43,Love this dress!!!,5,1,0,Dresses
4727,818,46,"Beautiful, looks like just photo on....",5,1,2,Tops
4728,828,53,Elegant and casual at the same time,5,1,0,Tops
4729,1078,30,Cuter on the model,2,0,2,Dresses
4730,828,34,Nice but too big,3,1,0,Tops
4731,1099,35,Runs large!,5,1,0,Dresses
4732,861,45,Lots of compliments,5,1,1,Tops
4733,831,33,"Fun, neutral layering piece",5,1,6,Tops
